status	repo	sha	path	raw_url	note
ok	Aliciahan/JavaRevisionInEnglish	1651e3775878797bad1f1766599711e1d5d39525	Note_4_3_DefineClasses/DefineClasses.lol	https://raw.githubusercontent.com/Aliciahan/JavaRevisionInEnglish/2b71437fe243240c23ae723507c4b27bbdff08e5/Note_4_3_DefineClasses/DefineClasses.lol	
ok	AngJianming/hello-world-in-every-programming-language	17e2645a9295db88fcb0d886d4a784f568b4e30c	reference/contribution/hello-world.lol	https://raw.githubusercontent.com/AngJianming/hello-world-in-every-programming-language/2aa97756a2ce71d0a09afcb69ddcf2e58766fd60/reference/contribution/hello-world.lol	
ok	AnmiTaliDev/crosshello	199b2e78e0ad3c60dc93d6fcb7c36c81f26703a5	LOLCODE/hello.lol	https://raw.githubusercontent.com/AnmiTaliDev/crosshello/63d1d82279a12aa1fea55c65fbbd3266e0911a52/LOLCODE/hello.lol	
ok	ArkaitzOderiz/ScrapyScraping	268e3a68771ac6745719e818a006d6122c20bc3f	TFG_template/OderizArkaitz.lol	https://raw.githubusercontent.com/ArkaitzOderiz/ScrapyScraping/3ccc34d295be095eae18d0f18cef7c003ee5569b/TFG_template/OderizArkaitz.lol	
ok	Aspirar/hello-world	b82b9fa0bbe490072044dd42ea3407c2f17b57c5	Lolcode/hello.lol	https://raw.githubusercontent.com/Aspirar/hello-world/6670043c8a9d5dd3e2ccc0591ee80315cc9986cb/Lolcode/hello.lol	
ok	Association-INTech/TechTheLulz	11537d98aaf03a80e6bfcd593d89c88c563bc10d	ARM/AsservPHAS2/asservPhase.lol	https://raw.githubusercontent.com/Association-INTech/TechTheLulz/0279b5454ac878f0270b4913b668c48928b71aac/ARM/AsservPHAS2/asservPhase.lol	
ok	BJDG-CM/hello-world	0e05293f4d7a1355235baeb5ce445ca776f1431a	HelloWorld.lol	https://raw.githubusercontent.com/BJDG-CM/hello-world/37237305117634563b5806c5102789a61d9436fe/HelloWorld.lol	
ok	BartlomiejRasztabiga/masters-thesis	006bd67ef98694b7fd35999a5da08ac7cac1287a	docs/main.lol	https://raw.githubusercontent.com/BartlomiejRasztabiga/masters-thesis/3b75601c1ba58054fc937776b3bd7fa9a5549232/docs/main.lol	
ok	Benedikt00/AFSS-DA	271468cc955f0bebb1472029e2e822f0cd8570f1	Latex/Tex/Diplomarbeit_AFSS.lol	https://raw.githubusercontent.com/Benedikt00/AFSS-DA/0d16c1d96be07a55ca67692012e4e7e9cd02abc9/Latex/Tex/Diplomarbeit_AFSS.lol	
ok	Biu-X/biu-x.org	35b283856be01312fff46bf236e7112cdd5432f0	zones/vlv.lol	https://raw.githubusercontent.com/Biu-X/biu-x.org/0bcda081e5b139b83665c963c1985dfff57e0923/zones/vlv.lol	
ok	BrunoMollo/Backend	26de5fdebdf50b7f111b0dea08d886b3f3826cf5	src/index.lol	https://raw.githubusercontent.com/BrunoMollo/Backend/b06f8c9cb9bfc20c45906887587a4f3ead2b235c/src/index.lol	
ok	Buttars/LOLCODE-FIBONACCI	00a9a0f17c8ef5630d8539a1017f42535e998e4b	himam.lol	https://raw.githubusercontent.com/Buttars/LOLCODE-FIBONACCI/4ad8bbc99d06a9bc5025f100ed6f93810fe9be94/himam.lol	
ok	Cannabytes/cannabytes.github.io	25d175d455960d4beeb0692622f47e8d1da04e6e	updater/domain/l2core.lol	https://raw.githubusercontent.com/Cannabytes/cannabytes.github.io/d70b8829ea2aa78c419ed3bac3cd258228f54ff6/updater/domain/l2core.lol	
ok	CarlosClementBellido/Baco	789200f28b81e96b43e6deaa969d010bf1666402	Memoria/memoria.lol	https://raw.githubusercontent.com/CarlosClementBellido/Baco/02abf904e02c90cf0289fd0e59cb7f5ea0d08ef3/Memoria/memoria.lol	
ok	CharlesTabuzo/LOLCODE-interpreter	07301d19a36aa99d785b99530016dcb6386b2d93	t1.lol	https://raw.githubusercontent.com/CharlesTabuzo/LOLCODE-interpreter/86c520ba92a829814523df34a12d3919a09f11dd/t1.lol	
ok	CharlesTabuzo/LOLCODE-interpreter	01d22e03bb5918e2aaed8b89fbd7a72d7d006009	t5.lol	https://raw.githubusercontent.com/CharlesTabuzo/LOLCODE-interpreter/86c520ba92a829814523df34a12d3919a09f11dd/t5.lol	
ok	CherifSami/coq_internship	2ad0ed793b8fb8b1209169e4b490ca445fa3a53c	report/report_main.lol	https://raw.githubusercontent.com/CherifSami/coq_internship/9af1cca45a30d628acc158cb9babff5ed0eb9a51/report/report_main.lol	
ok	ChickenHook/Anubis-pandemidestek	a4a5f1f8313e53a2ff04822722fb62c187733e8e	anubis_23_06_2020.lol	https://raw.githubusercontent.com/ChickenHook/Anubis-pandemidestek/c75faff334f6dcf4deae96d9856abd2969173705/anubis_23_06_2020.lol	
ok	CocoaKunG/CocoaKunG	039727ec5a50d0ed45ff67e6f4c9b953bd23c17d	school/lol.lol	https://raw.githubusercontent.com/CocoaKunG/CocoaKunG/f6ca083b15f3f85928f4f68e75f090e6035065cb/school/lol.lol	
ok	CookieScript/Trace.IoI	1c6921a11e4f7b227c9d684f25cbc270f40d8cd2	Trace.lol	https://raw.githubusercontent.com/CookieScript/Trace.IoI/2a013e440727db18555653020b98522745ea85e3/Trace.lol	
ok	Cortzalno666/NectoVerse-Industries-Data	215baf710e23c9c73356b321e5b1fbb56f90d0fb	Scripts Folder/Aimer Z5.lol	https://raw.githubusercontent.com/Cortzalno666/NectoVerse-Industries-Data/17b11b01a7436a194fe30e07f51c1085bc5afbf8/Scripts%20Folder/Aimer%20Z5.lol	
ok	CuriousCoder1232/1v1-lol-html-html-codes-for-websites	3d58d6cdc4b4dbefa125a5b885fda0cd2a31b5e4	1v1.lol	https://raw.githubusercontent.com/CuriousCoder1232/1v1-lol-html-html-codes-for-websites/bba17c91c2b1f7ae4c85185210f243e389b87e84/1v1.lol	
ok	Danie-A/CMSC124_Project_LolCode_Interpreter	29239f58a7254add1d963eccca150d51c5f5827b	project/07_ifelse.lol	https://raw.githubusercontent.com/Danie-A/CMSC124_Project_LolCode_Interpreter/810bb8e41961a8ac617ff92359675be770e485a3/project/07_ifelse.lol	
ok	Danie-A/CMSC124_Project_LolCode_Interpreter	0b34c1890d8e1e539ce9fcd209f0384178281e70	test/arith.lol	https://raw.githubusercontent.com/Danie-A/CMSC124_Project_LolCode_Interpreter/810bb8e41961a8ac617ff92359675be770e485a3/test/arith.lol	
ok	Danie-A/CMSC124_Project_LolCode_Interpreter	018c1acf065799595d6f2b1826dfb0ad0b7b1d66	test/arith2.lol	https://raw.githubusercontent.com/Danie-A/CMSC124_Project_LolCode_Interpreter/810bb8e41961a8ac617ff92359675be770e485a3/test/arith2.lol	
ok	Danie-A/CMSC124_Project_LolCode_Interpreter	175524e708ef629c4cd63e9992378e1cdc9ffa6e	test/arith3.lol	https://raw.githubusercontent.com/Danie-A/CMSC124_Project_LolCode_Interpreter/810bb8e41961a8ac617ff92359675be770e485a3/test/arith3.lol	
ok	Danie-A/CMSC124_Project_LolCode_Interpreter	0de09cb0505a2bb05d3d1057e7f54aafa0a7e723	test/boolean.lol	https://raw.githubusercontent.com/Danie-A/CMSC124_Project_LolCode_Interpreter/810bb8e41961a8ac617ff92359675be770e485a3/test/boolean.lol	
ok	Danie-A/CMSC124_Project_LolCode_Interpreter	01964b65f4db00528321cfac08549bc2bceae39a	test/input.lol	https://raw.githubusercontent.com/Danie-A/CMSC124_Project_LolCode_Interpreter/810bb8e41961a8ac617ff92359675be770e485a3/test/input.lol	
ok	Danie-A/CMSC124_Project_LolCode_Interpreter	02b6e6a6f881f8ab8293f0e32f39aaf59f56c91b	test/project-testcases-fixed/project-testcases-fixed/07_ifelse.lol	https://raw.githubusercontent.com/Danie-A/CMSC124_Project_LolCode_Interpreter/810bb8e41961a8ac617ff92359675be770e485a3/test/project-testcases-fixed/project-testcases-fixed/07_ifelse.lol	
ok	Danie-A/CMSC124_Project_LolCode_Interpreter	050e5cf00c5156ab37446e72967839e0eb8f3c76	test/project-testcases-fixed/project-testcases-fixed/08_switch.lol	https://raw.githubusercontent.com/Danie-A/CMSC124_Project_LolCode_Interpreter/810bb8e41961a8ac617ff92359675be770e485a3/test/project-testcases-fixed/project-testcases-fixed/08_switch.lol	
ok	DanielCapannini/master-thesis-daniel-capannini	17eeaff9f5e077a99622efe0090a86fa56a3038d	thesis-main.lol	https://raw.githubusercontent.com/DanielCapannini/master-thesis-daniel-capannini/20f582d0e1969d8658370905088d4eff98913c82/thesis-main.lol	
ok	Danoishere/projektarbeit-2019	272e263c58d4392e71f36bf9467c264d3c0ea52d	doc/doc.lol	https://raw.githubusercontent.com/Danoishere/projektarbeit-2019/0280063fbf2b392c390096b6b6d4a97dbfba039c/doc/doc.lol	
ok	Danoishere/projektarbeit-2019	1104fbe344dbf8554462276a5e7e3a5bd97c7ae5	doc/out/doc.lol	https://raw.githubusercontent.com/Danoishere/projektarbeit-2019/0280063fbf2b392c390096b6b6d4a97dbfba039c/doc/out/doc.lol	
ok	DavidLiuWangli/CMSC124Project	0a430b016de5131647fc05e9e7cd4b1be7400fc5	lolcode_test_cases/13_suppressed_print.lol	https://raw.githubusercontent.com/DavidLiuWangli/CMSC124Project/fde5d161c3bf0c39cfaba83a83d33bcab8d9932c/lolcode_test_cases/13_suppressed_print.lol	
ok	DavidLiuWangli/CMSC124Project	2a53313ff04d727bc9cfc83000a6450c6d6bb027	project/error_debug.lol	https://raw.githubusercontent.com/DavidLiuWangli/CMSC124Project/fde5d161c3bf0c39cfaba83a83d33bcab8d9932c/project/error_debug.lol	
ok	DevrimBaran/Masterarbeit	13a7d3a1337006d8436f5fe5f72ddef5575d7412	Name_Thema.lol	https://raw.githubusercontent.com/DevrimBaran/Masterarbeit/edd84446777e6ecd29082229d08d16f63896f2ae/Name_Thema.lol	
ok	Doctor0Evil/Zenith-Labs	2983eab3d96e4b5a16650cf53dcf1e5ac76caec4	.bit.links.bit.lol	https://raw.githubusercontent.com/Doctor0Evil/Zenith-Labs/23478ce6da8be4308a978a894baf0806b4892a66/.bit.links.bit.lol	
ok	Docvoids/MTRPSLab4	18e825205ef77bd1296517f8760d8d64f6df41a7	examples/variables.lol	https://raw.githubusercontent.com/Docvoids/MTRPSLab4/57b1b573ff721b29bbad74ba2337c0cb4c5360a7/examples/variables.lol	
ok	DojoDanger1/predicting-hdi-a-level-project	07543d8f03688037468e0d021e3296cc0965009e	docs/main.lol	https://raw.githubusercontent.com/DojoDanger1/predicting-hdi-a-level-project/4d8caf6741e06cc823b1c75de9616019e30c7b26/docs/main.lol	
ok	Duponch/viteMaDose	084fec9fd2cf94046c1f56654435cd53926b2f6a	docs/brouillon.lol	https://raw.githubusercontent.com/Duponch/viteMaDose/3e86b34eb87489d1d039eb899ae9c8e5382f8bf9/docs/brouillon.lol	
ok	DvaeFroot/cmsc124-lolcode-interpreter	15135c6623ddd001a47ee2417a4f70cda22195a5	project-examples/01_variables.lol	https://raw.githubusercontent.com/DvaeFroot/cmsc124-lolcode-interpreter/36118770d0a9e70f6de7cd44505a7984c4e2dbdd/project-examples/01_variables.lol	
ok	DvaeFroot/cmsc124-lolcode-interpreter	210b7b99fb5efa3905e6bf96ccd41f1799c08ebc	project-examples/06_comparison.lol	https://raw.githubusercontent.com/DvaeFroot/cmsc124-lolcode-interpreter/36118770d0a9e70f6de7cd44505a7984c4e2dbdd/project-examples/06_comparison.lol	
ok	DvaeFroot/cmsc124-lolcode-interpreter	0d7ea69caa97e4755c97a8ed14b64f48113d4446	sample/arith.lol	https://raw.githubusercontent.com/DvaeFroot/cmsc124-lolcode-interpreter/36118770d0a9e70f6de7cd44505a7984c4e2dbdd/sample/arith.lol	
ok	DvaeFroot/cmsc124-lolcode-interpreter	2c578e551ed5d70b3372ac751c16ed4cacd2fa56	sample/comp.lol	https://raw.githubusercontent.com/DvaeFroot/cmsc124-lolcode-interpreter/36118770d0a9e70f6de7cd44505a7984c4e2dbdd/sample/comp.lol	
ok	EMarquer/report_internship	3cd71c572f0aa3862f40dcbca35266c6893cf2f8	root.lol	https://raw.githubusercontent.com/EMarquer/report_internship/2bb0f1ed34705c8b567b7dfaa838491089b279a8/root.lol	
ok	EPresident/UniUdBig	1c67f900290029aa8160defce99ee0b1574700e4	doc/TesiCalligaris/src/tesi_calligaris.lol	https://raw.githubusercontent.com/EPresident/UniUdBig/a34a707a3ecf3511ad5533c3dd37c194ffa7201f/doc/TesiCalligaris/src/tesi_calligaris.lol	
ok	EbrahimGabriel/lolcode-interpreter	0d853969af5c723ce4af8696db1c1ba90920ebc5	project-testcases/04_smoosh_assign.lol	https://raw.githubusercontent.com/EbrahimGabriel/lolcode-interpreter/26e5d389cd27f0c168ed3f4b82607691e4c22785/project-testcases/04_smoosh_assign.lol	
ok	ElMaikina/utfsm-bigdata	23060f8426b47036c3eb387cc6a6ee57b45a509a	avanzado/temp/practico-002.lol	https://raw.githubusercontent.com/ElMaikina/utfsm-bigdata/90e9d78da25b13931a986ad1a04dc6b0b5e0d9db/avanzado/temp/practico-002.lol	
ok	Evincars/BachelorText	0b4e4990fea0dc1a075c2c61296c8df51225be19	main.lol	https://raw.githubusercontent.com/Evincars/BachelorText/61766e0a76030cf9f5838975e64b1a3b9ce3588e/main.lol	
ok	FatBenny99/Thesis-Verefoo	1825b96b108b39fde6c5da6ceb85069cd4a28284	thesis.lol	https://raw.githubusercontent.com/FatBenny99/Thesis-Verefoo/fe7b18ef26354e8f5422bbf0e27e1e3c28b49475/thesis.lol	
ok	GabrielRocha/Monografia	debf856ac1093d3e05baa199ef3d02be7bf2823c	latex/tcc.lol	https://raw.githubusercontent.com/GabrielRocha/Monografia/c8fb711a8190397ddbf7e27286b53e519b5cadd8/latex/tcc.lol	
ok	GeSHi/coderepo	a6d3fe9144798c7daebd49ad6d727a26bc6d880c	lolcode/pi.lol	https://raw.githubusercontent.com/GeSHi/coderepo/cda8f98b7014484a7b65000c4276d249d73a35d8/lolcode/pi.lol	
ok	General-Infinity/pigs	9bd3c1b915c7dac0548cc8d5446bbe8aae9d02cd	pig.lol	https://raw.githubusercontent.com/General-Infinity/pigs/7870513c9844dec8062e1309f417a15f3523daab/pig.lol	
ok	GeorgJung/Impact	10c25c9b4edbe4fc244557791d95c845fad9a60f	Documents/Publications/Project.Recon.Thesis/bachelor.lol	https://raw.githubusercontent.com/GeorgJung/Impact/3a1a07846608d1ef4d9799649557fa27077ab213/Documents/Publications/Project.Recon.Thesis/bachelor.lol	
ok	Goostachio/reportTemplate	2efdae6610dc27ed51bd0044083d34a0a406ab2f	latex/Thesis.lol	https://raw.githubusercontent.com/Goostachio/reportTemplate/559768a057c72b219da639a7ab6f117019026636/latex/Thesis.lol	
ok	GregTrevellick/FilesForEveryExtension	276ecffd3710a45335f1eff6a88e0ecff86e8127	ByLetter/L/GitIgnore.LOL	https://raw.githubusercontent.com/GregTrevellick/FilesForEveryExtension/1f489433431c3cd877fa7943ea10101f8669740f/ByLetter/L/GitIgnore.LOL	
ok	GuillotSamuel/webserv	072cd7467450bc84f537e4ab06d32c3a8a7bb8e4	website_helloWorld!/cgi-bin/hello.lol	https://raw.githubusercontent.com/GuillotSamuel/webserv/a8c2e4b0d9a28a9762e13c0581ff6d2535784774/website_helloWorld!/cgi-bin/hello.lol	
ok	GunSafetyDwight/Beginner-Programs	05e08b28d1f5ac2c746a7299aed1a4120de7c615	lolcode.lol	https://raw.githubusercontent.com/GunSafetyDwight/Beginner-Programs/24236b52d9d59f2f244334b857490fd13e4a8529/lolcode.lol	
ok	HappyHTML/color-picker-game	01c8be513a1da7d8fe1530f9e7559e52ab9f4e4c	archived/messages.lol	https://raw.githubusercontent.com/HappyHTML/color-picker-game/0d8ffdc4bb455995b827d9b5ee1192282162d0cd/archived/messages.lol	
ok	HappyHTML/color-picker-game	01c8be513a1da7d8fe1530f9e7559e52ab9f4e4c	messages.lol	https://raw.githubusercontent.com/HappyHTML/color-picker-game/0d8ffdc4bb455995b827d9b5ee1192282162d0cd/messages.lol	
ok	Hemanth-Jp/Walmart_Sales_Training_App	2aa667f6c62b68dae8bed7ccc46ff77e7ea40b7e	report/WalmartSalesForecastingReport.lol	https://raw.githubusercontent.com/Hemanth-Jp/Walmart_Sales_Training_App/390c347a92a403b95224e986fe7ff7de53144dd6/report/WalmartSalesForecastingReport.lol	
ok	HogardDeLauger/lolcode-equation-solver	ad05f52e9072ab4ff79218c763d309e44f86bb92	equation_online.lol	https://raw.githubusercontent.com/HogardDeLauger/lolcode-equation-solver/d3d5fd3d04e5c62f8a707ce13adc883893663bd9/equation_online.lol	
ok	Holarse-Linuxgaming/ashley-madison-simulator	a2841dd771d684f20e3cd672f54bb1f527d302c5	ircbot.lol	https://raw.githubusercontent.com/Holarse-Linuxgaming/ashley-madison-simulator/a59cdcc45652fcb6e9f249c61e98b7acee42fea1/ircbot.lol	
ok	IPTV-Apps/repo	04847e30addc5903b5a4058f66cd6c43cf15accd	cp/files/F/AKL/F/S/cp2/cockpit.lol	https://raw.githubusercontent.com/IPTV-Apps/repo/d05be7e114cd7286d3330d9d6a343db0c0822320/cp/files/F/AKL/F/S/cp2/cockpit.lol	
ok	IrisSec/IrisCTF-2025-Challenges	1194dd8dcd16be7562941020c752552e428e468f	rev-lifetime/src/lci/test/1.3-Tests/10-Loops/5-While/test.lol	https://raw.githubusercontent.com/IrisSec/IrisCTF-2025-Challenges/dc36da7840d40636719baae46c694c0d56d54caa/rev-lifetime/src/lci/test/1.3-Tests/10-Loops/5-While/test.lol	
ok	IrisSec/IrisCTF-2025-Challenges	0bebb74ef1c6c1bae8f09cfeba5f33f0b63223ea	rev-lifetime/src/lci/test/1.3-Tests/11-Unicode/3-EllipsesJoinCRLF/test.lol	https://raw.githubusercontent.com/IrisSec/IrisCTF-2025-Challenges/dc36da7840d40636719baae46c694c0d56d54caa/rev-lifetime/src/lci/test/1.3-Tests/11-Unicode/3-EllipsesJoinCRLF/test.lol	
ok	IrisSec/IrisCTF-2025-Challenges	1032a52ed4bae9c8e77d531d68365b43b900a33a	rev-lifetime/src/lci/test/1.3-Tests/12-Arrays/5-FunctionStorage/test.lol	https://raw.githubusercontent.com/IrisSec/IrisCTF-2025-Challenges/dc36da7840d40636719baae46c694c0d56d54caa/rev-lifetime/src/lci/test/1.3-Tests/12-Arrays/5-FunctionStorage/test.lol	
ok	IrisSec/IrisCTF-2025-Challenges	10ad7820d8ba02dabfb530cc00f2f4a8b818e06b	rev-lifetime/src/lci/test/1.3-Tests/2-Comments/2-MultipleLine/3-SeparateEndLineOnly/test.lol	https://raw.githubusercontent.com/IrisSec/IrisCTF-2025-Challenges/dc36da7840d40636719baae46c694c0d56d54caa/rev-lifetime/src/lci/test/1.3-Tests/2-Comments/2-MultipleLine/3-SeparateEndLineOnly/test.lol	
ok	IrisSec/IrisCTF-2025-Challenges	0a44522ce6f798560d1c70789c5fde59deab920f	rev-lifetime/src/lci/test/1.3-Tests/3-Types/5-String/2-Syntax/3-MustHaveClosingQuote/test.lol	https://raw.githubusercontent.com/IrisSec/IrisCTF-2025-Challenges/dc36da7840d40636719baae46c694c0d56d54caa/rev-lifetime/src/lci/test/1.3-Tests/3-Types/5-String/2-Syntax/3-MustHaveClosingQuote/test.lol	
ok	IrisSec/IrisCTF-2025-Challenges	0610381cb29a3ac566af8c8e3d70f5f0c685a1b0	rev-lifetime/src/lci/test/1.3-Tests/7-Operators/16-Concatenation/2-Boolean/test.lol	https://raw.githubusercontent.com/IrisSec/IrisCTF-2025-Challenges/dc36da7840d40636719baae46c694c0d56d54caa/rev-lifetime/src/lci/test/1.3-Tests/7-Operators/16-Concatenation/2-Boolean/test.lol	
ok	IrisSec/IrisCTF-2025-Challenges	0b028a866ec23495c3c21240518328938d69d7ea	rev-lifetime/src/lci/test/1.3-Tests/7-Operators/17-ExplicitCast/4-ToFloat/5-FromString/2-EmptyString/test.lol	https://raw.githubusercontent.com/IrisSec/IrisCTF-2025-Challenges/dc36da7840d40636719baae46c694c0d56d54caa/rev-lifetime/src/lci/test/1.3-Tests/7-Operators/17-ExplicitCast/4-ToFloat/5-FromString/2-EmptyString/test.lol	
ok	IrisSec/IrisCTF-2025-Challenges	06419c59431f2b03e0538ca275405b176994e13a	rev-lifetime/src/lci/test/1.3-Tests/7-Operators/9-LogicalORBinary/1-TruthTable/test.lol	https://raw.githubusercontent.com/IrisSec/IrisCTF-2025-Challenges/dc36da7840d40636719baae46c694c0d56d54caa/rev-lifetime/src/lci/test/1.3-Tests/7-Operators/9-LogicalORBinary/1-TruthTable/test.lol	
ok	Izaaq/Izaaq-FYP	1ebdce66687884e38957fef302fdc58a3dffdd11	programs/helloworld.lol	https://raw.githubusercontent.com/Izaaq/Izaaq-FYP/c8bb1c995716f9a97b1a13755ec55c75b760f740/programs/helloworld.lol	
ok	J-Teste/so_long	242be0134858181edc9e243618839bcb999fb459	maps/not_ok/wrong_format.lol	https://raw.githubusercontent.com/J-Teste/so_long/389aab7a80a0d012ee7f0740da46c67ca06889a9/maps/not_ok/wrong_format.lol	
ok	JasonBock/LOLCode.net	1a65ba9f1d5fa39f1bcaf11693bea08760b2eef8	LOLCode.Compiler.Tests/Samples/INPUT2.lol	https://raw.githubusercontent.com/JasonBock/LOLCode.net/f87524e4fc764c042d5450278bd10c38798d2af3/LOLCode.Compiler.Tests/Samples/INPUT2.lol	
ok	JasonBock/LOLCode.net	02b33fcb17510559510a6200a35ffed599f66e50	LOLCode.Compiler.Tests/Samples/visible.lol	https://raw.githubusercontent.com/JasonBock/LOLCode.net/f87524e4fc764c042d5450278bd10c38798d2af3/LOLCode.Compiler.Tests/Samples/visible.lol	
ok	JasonMartoux/TimelockWeb3	192b5780749010233d6adc0ba90332ad9a5a1984	hardhat/contracts/Timelock.sol.lol	https://raw.githubusercontent.com/JasonMartoux/TimelockWeb3/5ad4c7bb0ef2296e28c3fcf2e5e95393e0f9104b/hardhat/contracts/Timelock.sol.lol	
ok	JesseBoogaard/isOddOrEven-collection	5b3848ed6ab00436830f01337c9668e2496a94fd	LOLCODE/ISODD.LOL	https://raw.githubusercontent.com/JesseBoogaard/isOddOrEven-collection/c23a6dcc2994e4c4741a42437f142bc29ff8d103/LOLCODE/ISODD.LOL	
ok	JiroKristoferTipan/CMSC-124-PROJECT-bahay-norio-tipan	26f73f402f83cfa5e3d8b59a2e9805be5fe84b56	source code/project-testcases/05_bool.lol	https://raw.githubusercontent.com/JiroKristoferTipan/CMSC-124-PROJECT-bahay-norio-tipan/848d18e95047b6b43a3dc600e0b34e658503f5ca/source%20code/project-testcases/05_bool.lol	
ok	JiroKristoferTipan/CMSC-124-PROJECT-bahay-norio-tipan	0a924978760158a50bc35beb8f0d855dab312848	source code/project-testcases/test1.lol	https://raw.githubusercontent.com/JiroKristoferTipan/CMSC-124-PROJECT-bahay-norio-tipan/848d18e95047b6b43a3dc600e0b34e658503f5ca/source%20code/project-testcases/test1.lol	
ok	John-Willikers/johnnyboy-scripts	2a009c4a7f7fb106a273e2f90bac99f82eed2bdc	waypoint.isan.lol	https://raw.githubusercontent.com/John-Willikers/johnnyboy-scripts/e37ef9cc7d9f90d8be39c510c2e9da4b76bab9aa/waypoint.isan.lol	
ok	JoshAshby/BOB-Documentation	19afa1d4d5025aa50b325426e09ae527cf33f7b7	bob.lol	https://raw.githubusercontent.com/JoshAshby/BOB-Documentation/6d67217512426b56f3b8d24154167b8df83ed6e4/bob.lol	
ok	JoshFinkel/anotherTest	9063ecf6231e1b0094b3f59b8d6a450b58611156	examples/l/LOLCODE.lol	https://raw.githubusercontent.com/JoshFinkel/anotherTest/d4e6bf6934994f8ccfc43dabdc3c2be6208e3844/examples/l/LOLCODE.lol	
ok	JulianBierbaum/da-paper	0325e93b62e12ba0d0967ef2642743cafe465c28	DA_Vorlage_HTL-Weiz/02_DOC_Main/DA_main.lol	https://raw.githubusercontent.com/JulianBierbaum/da-paper/9acc908f46023625424f2fc856725be3112eb002/DA_Vorlage_HTL-Weiz/02_DOC_Main/DA_main.lol	
ok	K4-pi/Java	22a26608ef890d4db105a50b826e46e996d1c8ba	Projekt/Dokumentacja-LATEX/praca.lol	https://raw.githubusercontent.com/K4-pi/Java/f681c8b7b8808997e5151e9ca6660f8e73cfd2a3/Projekt/Dokumentacja-LATEX/praca.lol	
ok	Keith-S-Thompson/fizzbuzz-polyglot	b656ca3d52c366929c9d70ee6948f4f22a392472	fizzbuzz.lol	https://raw.githubusercontent.com/Keith-S-Thompson/fizzbuzz-polyglot/f9fa380a01326365f6a2dff92cf96fd6d2ba674d/fizzbuzz.lol	
ok	KelvinBeliber/CMSC-124-Project	2479e1d80a56549a6fdb454136dedffea20da66c	src/testcases/08_switch.lol	https://raw.githubusercontent.com/KelvinBeliber/CMSC-124-Project/6d66d7ca9c8fe953295ecb26b3426a2ee697069e/src/testcases/08_switch.lol	
ok	KelvinBeliber/CMSC-124-Project	284225905c57b14ea7c83b11aa145790ce4aa4fc	src/testcases/09_loops.lol	https://raw.githubusercontent.com/KelvinBeliber/CMSC-124-Project/6d66d7ca9c8fe953295ecb26b3426a2ee697069e/src/testcases/09_loops.lol	
